origem,destino,tempo,linha,tipo_via,distancia_m,peso
estacao_50,estacao_217,18,L17,coletora,16056,18
estacao_119,estacao_465,11,L19,local,10428,11
estacao_278,estacao_209,33,L13,avenida,28479,33
estacao_380,estacao_404,1,L37,local,560,1
estacao_266,estacao_3,49,L42,avenida,41748,49
estacao_411,estacao_161,53,L24,avenida,30687,53
estacao_218,estacao_333,75,L17,coletora,70275,75
estacao_274,estacao_216,73,L24,local,46793,73
estacao_348,estacao_203,97,L14,coletora,75854,97
estacao_401,estacao_285,62,L12,coletora,48732,62
estacao_284,estacao_247,33,L20,local,22308,33
estacao_396,estacao_361,51,L48,avenida,47787,51
estacao_442,estacao_337,16,L48,avenida,11648,16
estacao_400,estacao_358,21,L7,avenida,15960,21
estacao_205,estacao_402,44,L36,local,37664,44
estacao_350,estacao_361,7,L11,coletora,6951,7
estacao_325,estacao_2,12,L10,coletora,11688,12
estacao_307,estacao_222,12,L5,coletora,7356,12
estacao_189,estacao_40,78,L3,local,54288,78
estacao_476,estacao_205,79,L42,local,51034,79
estacao_364,estacao_493,77,L4,avenida,63679,77
estacao_253,estacao_224,2,L13,local,1952,2
estacao_411,estacao_265,37,L13,avenida,33337,37
estacao_306,estacao_261,67,L45,avenida,54538,67
estacao_86,estacao_345,5,L24,avenida,4175,5
estacao_0,estacao_499,21,L6,coletora,18879,21
estacao_204,estacao_180,86,L26,coletora,68800,86
estacao_102,estacao_265,2,L48,local,1070,2
estacao_470,estacao_46,71,L19,local,65604,71
estacao_286,estacao_468,75,L23,coletora,74475,75
estacao_417,estacao_141,29,L39,avenida,21228,29
estacao_476,estacao_206,74,L1,coletora,43586,74
estacao_208,estacao_259,14,L36,avenida,10598,14
estacao_150,estacao_174,15,L33,coletora,14220,15
estacao_275,estacao_416,74,L17,local,53724,74
estacao_494,estacao_193,73,L31,avenida,64751,73
estacao_173,estacao_492,100,L30,local,73500,100
estacao_459,estacao_300,4,L31,avenida,2528,4
estacao_34,estacao_195,82,L15,local,70438,82
estacao_117,estacao_409,41,L27,coletora,31324,41
estacao_358,estacao_426,34,L16,coletora,18598,34
estacao_204,estacao_344,96,L22,avenida,75168,96
estacao_476,estacao_91,61,L21,coletora,37271,61
estacao_457,estacao_293,35,L12,local,29715,35
estacao_476,estacao_465,25,L32,local,15050,25
estacao_120,estacao_376,31,L17,avenida,19127,31
estacao_103,estacao_427,32,L40,coletora,18528,32
estacao_398,estacao_54,16,L6,local,15824,16
estacao_339,estacao_252,79,L1,local,78210,79
estacao_21,estacao_434,62,L24,local,40982,62
estacao_252,estacao_459,74,L18,coletora,43882,74
estacao_391,estacao_468,66,L18,coletora,40458,66
estacao_384,estacao_295,17,L4,local,15453,17
estacao_216,estacao_244,70,L3,local,47390,70
estacao_201,estacao_440,88,L50,avenida,64592,88
estacao_499,estacao_61,90,L34,coletora,59490,90
estacao_352,estacao_4,2,L44,avenida,1388,2
estacao_297,estacao_51,42,L24,local,39522,42
estacao_132,estacao_95,71,L17,avenida,45227,71
estacao_241,estacao_490,79,L22,coletora,46926,79
estacao_255,estacao_217,27,L27,local,23895,27
estacao_190,estacao_186,52,L18,coletora,30784,52
estacao_292,estacao_67,74,L44,avenida,67784,74
estacao_51,estacao_369,35,L16,local,25235,35
estacao_438,estacao_195,26,L10,local,14976,26
estacao_242,estacao_412,2,L12,coletora,1510,2
estacao_68,estacao_457,81,L34,local,70308,81
estacao_161,estacao_402,63,L20,coletora,49581,63
estacao_439,estacao_290,7,L26,avenida,5971,7
estacao_83,estacao_30,28,L17,coletora,26012,28
estacao_322,estacao_49,58,L48,coletora,36714,58
estacao_286,estacao_285,33,L23,avenida,23430,33
estacao_62,estacao_179,87,L39,avenida,69165,87
estacao_294,estacao_332,84,L35,avenida,75516,84
estacao_145,estacao_181,42,L44,local,31458,42
estacao_396,estacao_377,58,L6,coletora,47212,58
estacao_146,estacao_237,81,L10,avenida,66987,81
estacao_413,estacao_475,44,L27,local,35772,44
estacao_292,estacao_207,10,L6,avenida,6750,10
estacao_116,estacao_160,41,L42,coletora,35383,41
estacao_136,estacao_309,83,L26,coletora,79182,83
estacao_227,estacao_399,47,L48,local,36002,47
estacao_494,estacao_230,53,L11,avenida,49661,53
estacao_11,estacao_64,94,L16,local,59032,94
estacao_481,estacao_380,90,L48,avenida,54630,90
estacao_85,estacao_203,14,L7,avenida,13706,14
estacao_449,estacao_242,71,L4,avenida,63474,71
estacao_203,estacao_268,98,L6,avenida,62132,98
estacao_316,estacao_79,11,L42,coletora,7238,11
estacao_117,estacao_126,95,L19,coletora,77900,95
estacao_64,estacao_67,68,L11,avenida,35156,68
estacao_339,estacao_182,42,L31,coletora,41958,42
estacao_445,estacao_276,35,L36,coletora,19915,35
estacao_496,estacao_485,90,L35,avenida,72180,90
estacao_305,estacao_233,81,L48,local,76869,81
estacao_288,estacao_222,68,L41,local,52564,68
estacao_158,estacao_465,45,L31,local,27720,45
estacao_412,estacao_45,57,L20,coletora,40527,57
estacao_133,estacao_79,39,L1,avenida,29913,39
estacao_417,estacao_388,18,L23,coletora,13320,18
estacao_273,estacao_4,89,L32,coletora,58117,89
estacao_4,estacao_392,56,L19,local,34608,56
estacao_407,estacao_3,71,L24,avenida,50410,71
estacao_451,estacao_287,56,L26,avenida,32648,56
estacao_366,estacao_377,83,L25,coletora,50796,83
estacao_134,estacao_40,55,L41,avenida,42020,55
estacao_391,estacao_409,79,L45,local,50481,79
estacao_145,estacao_332,96,L35,coletora,68256,96
estacao_96,estacao_436,9,L12,avenida,5832,9
estacao_56,estacao_326,59,L40,coletora,37701,59
estacao_358,estacao_318,63,L13,coletora,32067,63
estacao_77,estacao_25,69,L2,avenida,68793,69
estacao_52,estacao_144,35,L9,local,25340,35
estacao_372,estacao_4,30,L6,avenida,15210,30
estacao_252,estacao_111,44,L27,coletora,39688,44
estacao_409,estacao_255,48,L30,local,43440,48
estacao_16,estacao_169,11,L49,avenida,5808,11
estacao_136,estacao_397,51,L5,local,37740,51
estacao_92,estacao_98,33,L25,avenida,18546,33
estacao_498,estacao_393,92,L16,coletora,82248,92
estacao_499,estacao_226,32,L48,avenida,19232,32
estacao_235,estacao_376,99,L7,local,83160,99
estacao_106,estacao_242,50,L44,coletora,48950,50
estacao_165,estacao_81,81,L47,avenida,71361,81
estacao_479,estacao_281,67,L8,coletora,49982,67
estacao_326,estacao_152,26,L24,avenida,24492,26
estacao_341,estacao_111,15,L16,local,10830,15
estacao_166,estacao_7,22,L18,local,12342,22
estacao_202,estacao_404,32,L1,avenida,25504,32
estacao_401,estacao_353,61,L45,local,35319,61
estacao_190,estacao_394,12,L16,avenida,9060,12
estacao_46,estacao_351,80,L22,local,42400,80
estacao_30,estacao_182,83,L10,local,64242,83
estacao_405,estacao_54,17,L32,avenida,11254,17
estacao_285,estacao_403,83,L49,coletora,75696,83
estacao_456,estacao_224,94,L13,avenida,80088,94
estacao_193,estacao_183,93,L9,coletora,89280,93
estacao_20,estacao_248,91,L29,local,59150,91
estacao_277,estacao_356,63,L13,local,37485,63
estacao_278,estacao_178,42,L47,coletora,26880,42
estacao_444,estacao_425,77,L36,avenida,41195,77
estacao_271,estacao_79,58,L19,coletora,45066,58
estacao_187,estacao_232,1,L50,local,759,1
estacao_194,estacao_375,24,L2,local,22512,24
estacao_186,estacao_397,80,L16,coletora,69520,80
estacao_32,estacao_337,69,L25,avenida,52992,69
estacao_349,estacao_254,99,L36,avenida,80487,99
estacao_144,estacao_165,53,L42,coletora,29468,53
estacao_49,estacao_267,85,L5,avenida,78795,85
estacao_480,estacao_66,23,L3,avenida,12742,23
estacao_248,estacao_98,13,L3,local,10764,13
estacao_428,estacao_198,85,L32,local,69615,85
estacao_359,estacao_302,33,L4,coletora,20229,33
estacao_310,estacao_367,10,L1,avenida,8350,10
estacao_251,estacao_475,11,L30,local,5841,11
estacao_184,estacao_285,96,L27,coletora,86976,96
estacao_362,estacao_29,79,L18,local,41080,79
estacao_375,estacao_36,39,L5,avenida,38649,39
estacao_265,estacao_49,13,L47,avenida,10036,13
estacao_197,estacao_97,25,L34,local,15675,25
estacao_291,estacao_320,23,L36,local,18055,23
estacao_212,estacao_382,14,L50,local,11130,14
estacao_183,estacao_345,59,L45,local,42362,59
estacao_452,estacao_53,22,L12,local,15510,22
estacao_258,estacao_172,85,L11,local,68595,85
estacao_226,estacao_477,46,L21,local,30636,46
estacao_432,estacao_190,53,L49,local,38160,53
estacao_422,estacao_371,42,L39,avenida,33096,42
estacao_279,estacao_109,49,L50,local,47726,49
estacao_381,estacao_130,47,L29,coletora,46577,47
estacao_203,estacao_0,93,L3,coletora,74865,93
estacao_8,estacao_265,18,L20,avenida,11754,18
estacao_113,estacao_109,41,L2,local,37761,41
estacao_141,estacao_470,71,L33,local,56232,71
estacao_474,estacao_292,20,L7,avenida,14700,20
estacao_182,estacao_79,18,L17,coletora,17190,18
estacao_298,estacao_127,30,L17,coletora,16410,30
estacao_292,estacao_204,73,L14,local,39347,73
estacao_370,estacao_166,62,L12,coletora,57164,62
estacao_460,estacao_353,90,L37,avenida,72360,90
estacao_328,estacao_153,5,L47,local,3475,5
estacao_40,estacao_399,8,L50,coletora,5424,8
estacao_450,estacao_418,56,L27,avenida,52920,56
estacao_394,estacao_116,96,L42,local,93600,96
estacao_5,estacao_324,100,L41,coletora,52700,100
estacao_156,estacao_268,6,L21,local,4734,6
estacao_76,estacao_167,65,L45,avenida,37570,65
estacao_25,estacao_344,94,L26,coletora,83190,94
estacao_304,estacao_294,65,L6,avenida,46865,65
estacao_201,estacao_75,17,L22,avenida,12631,17
estacao_292,estacao_381,7,L36,coletora,4438,7
estacao_43,estacao_204,65,L28,local,36790,65
estacao_390,estacao_69,62,L36,avenida,46438,62
estacao_202,estacao_333,74,L13,local,60310,74
estacao_376,estacao_268,32,L16,avenida,20352,32
estacao_397,estacao_220,42,L44,local,22890,42
estacao_57,estacao_343,53,L28,coletora,35934,53
estacao_97,estacao_164,45,L39,local,23040,45
estacao_394,estacao_156,22,L23,local,20240,22
estacao_411,estacao_226,80,L10,coletora,41760,80
estacao_473,estacao_418,30,L13,local,20730,30
estacao_79,estacao_387,94,L6,avenida,82532,94
estacao_27,estacao_124,80,L10,coletora,40560,80
estacao_175,estacao_355,15,L20,coletora,11115,15
estacao_11,estacao_169,27,L48,local,16416,27
estacao_104,estacao_279,67,L49,coletora,52260,67
estacao_247,estacao_318,94,L10,local,80558,94
estacao_342,estacao_9,49,L38,local,37681,49
estacao_22,estacao_130,22,L4,coletora,13244,22
estacao_404,estacao_356,80,L18,avenida,59040,80
estacao_335,estacao_483,2,L5,coletora,1676,2
estacao_138,estacao_339,85,L24,avenida,43265,85
estacao_149,estacao_444,84,L25,avenida,58296,84
estacao_260,estacao_363,13,L21,coletora,12259,13
estacao_305,estacao_272,12,L12,avenida,9072,12
estacao_494,estacao_234,72,L46,avenida,37440,72
estacao_126,estacao_472,68,L20,coletora,51000,68
estacao_201,estacao_381,21,L2,coletora,17850,21
estacao_180,estacao_181,81,L20,avenida,81000,81
estacao_256,estacao_141,8,L41,coletora,7592,8
estacao_198,estacao_455,4,L36,coletora,2460,4
estacao_77,estacao_174,51,L43,avenida,27744,51
estacao_373,estacao_195,67,L44,local,63382,67
estacao_320,estacao_351,30,L27,avenida,23790,30
estacao_78,estacao_218,40,L39,coletora,29160,40
estacao_277,estacao_67,27,L42,avenida,21519,27
estacao_277,estacao_350,26,L9,coletora,22152,26
estacao_361,estacao_460,68,L9,coletora,65620,68
estacao_499,estacao_394,19,L42,local,18411,19
estacao_80,estacao_162,9,L36,local,8865,9
estacao_368,estacao_60,24,L21,avenida,20928,24
estacao_15,estacao_391,41,L27,coletora,26855,41
estacao_226,estacao_381,82,L48,coletora,47314,82
estacao_398,estacao_96,14,L9,avenida,7182,14
estacao_390,estacao_313,79,L18,local,62410,79
estacao_313,estacao_118,77,L15,avenida,65527,77
estacao_13,estacao_183,11,L45,coletora,6248,11
estacao_257,estacao_433,78,L31,local,64896,78
estacao_191,estacao_94,50,L32,coletora,28500,50
estacao_83,estacao_98,29,L3,coletora,25839,29
estacao_496,estacao_7,35,L27,avenida,30800,35
estacao_343,estacao_103,97,L14,avenida,57230,97
estacao_474,estacao_488,57,L40,coletora,48564,57
estacao_166,estacao_443,59,L16,coletora,41713,59
estacao_397,estacao_21,78,L48,coletora,67704,78
estacao_160,estacao_201,79,L48,local,63516,79
estacao_274,estacao_268,83,L46,avenida,63578,83
estacao_233,estacao_423,6,L16,local,4650,6
estacao_202,estacao_376,6,L36,coletora,4584,6
estacao_391,estacao_322,7,L13,coletora,5075,7
estacao_203,estacao_452,39,L50,coletora,28704,39
estacao_85,estacao_216,38,L40,avenida,32414,38
estacao_264,estacao_462,19,L30,local,13889,19
estacao_46,estacao_369,65,L8,avenida,58370,65
estacao_299,estacao_480,90,L35,avenida,63090,90
estacao_211,estacao_165,58,L2,avenida,42456,58
estacao_302,estacao_459,92,L13,coletora,50232,92
estacao_128,estacao_165,89,L42,local,80723,89
estacao_83,estacao_367,94,L8,avenida,52452,94
estacao_361,estacao_230,82,L24,avenida,62976,82
estacao_362,estacao_196,94,L33,local,92684,94
estacao_81,estacao_193,71,L25,avenida,63403,71
estacao_87,estacao_467,43,L37,local,40463,43
estacao_76,estacao_83,19,L12,local,9994,19
estacao_214,estacao_157,40,L47,coletora,25880,40
estacao_320,estacao_92,16,L9,avenida,8016,16
estacao_318,estacao_391,33,L1,coletora,24882,33
estacao_437,estacao_255,70,L1,local,66570,70
estacao_252,estacao_121,28,L38,local,20804,28
estacao_232,estacao_209,57,L6,local,45999,57
estacao_3,estacao_125,71,L18,local,58291,71
estacao_285,estacao_419,27,L4,avenida,15525,27
estacao_28,estacao_334,45,L3,avenida,42165,45
estacao_16,estacao_341,74,L39,coletora,49506,74
estacao_471,estacao_44,7,L7,coletora,4137,7
estacao_82,estacao_344,37,L40,local,31598,37
estacao_358,estacao_304,74,L36,avenida,73556,74
estacao_233,estacao_383,75,L24,avenida,41025,75
estacao_393,estacao_153,42,L24,coletora,38598,42
estacao_34,estacao_388,55,L36,avenida,35695,55
estacao_241,estacao_68,16,L45,coletora,10688,16
estacao_269,estacao_211,68,L14,local,41276,68
estacao_313,estacao_29,14,L37,local,11508,14
estacao_270,estacao_44,62,L47,local,50158,62
estacao_478,estacao_403,91,L19,coletora,73801,91
estacao_434,estacao_162,34,L34,local,27846,34
estacao_181,estacao_474,17,L40,local,12818,17
estacao_266,estacao_373,81,L32,coletora,73953,81
estacao_92,estacao_452,79,L15,local,51192,79
estacao_99,estacao_0,16,L2,coletora,13120,16
estacao_407,estacao_60,95,L14,local,67640,95
estacao_211,estacao_23,43,L23,local,39216,43
estacao_326,estacao_108,2,L41,avenida,1706,2
estacao_144,estacao_130,9,L20,coletora,6831,9
estacao_281,estacao_165,99,L1,avenida,84249,99
estacao_170,estacao_174,51,L47,local,41565,51
estacao_491,estacao_14,23,L13,coletora,21298,23
estacao_173,estacao_472,87,L31,coletora,78996,87
estacao_18,estacao_330,18,L31,avenida,14778,18
estacao_235,estacao_456,69,L22,coletora,62169,69
estacao_416,estacao_211,96,L4,local,62688,96
estacao_289,estacao_371,87,L21,local,67338,87
estacao_9,estacao_106,74,L44,coletora,67266,74
estacao_469,estacao_454,46,L5,avenida,29578,46
estacao_430,estacao_15,44,L25,local,34012,44
estacao_431,estacao_84,74,L39,coletora,44030,74
estacao_304,estacao_59,97,L20,local,91083,97
estacao_161,estacao_363,5,L18,coletora,2720,5
estacao_254,estacao_449,31,L24,coletora,28644,31
estacao_486,estacao_154,28,L34,coletora,16492,28
estacao_57,estacao_191,5,L50,avenida,4835,5
estacao_47,estacao_227,65,L2,coletora,62595,65
estacao_256,estacao_78,25,L22,coletora,21875,25
estacao_447,estacao_268,40,L50,coletora,22920,40
estacao_393,estacao_446,13,L34,local,7371,13
estacao_105,estacao_370,5,L30,coletora,4325,5
estacao_442,estacao_267,15,L1,coletora,14655,15
estacao_22,estacao_351,77,L6,coletora,56903,77
estacao_455,estacao_23,14,L34,local,12334,14
estacao_159,estacao_11,74,L49,coletora,61198,74
estacao_456,estacao_107,42,L13,avenida,27132,42
estacao_141,estacao_272,41,L50,coletora,34563,41
estacao_60,estacao_139,20,L11,coletora,11160,20
estacao_7,estacao_490,80,L36,local,44160,80
estacao_105,estacao_277,45,L36,coletora,28710,45
estacao_72,estacao_482,91,L19,local,56875,91
estacao_87,estacao_36,40,L40,coletora,31040,40
estacao_227,estacao_25,17,L2,coletora,16354,17
estacao_345,estacao_25,14,L25,avenida,7616,14
estacao_218,estacao_200,23,L46,local,21988,23
estacao_303,estacao_322,89,L45,coletora,72535,89
estacao_182,estacao_159,43,L13,local,38184,43
estacao_343,estacao_414,69,L6,coletora,54510,69
estacao_67,estacao_47,90,L30,avenida,65970,90
estacao_158,estacao_350,83,L46,coletora,61420,83
estacao_118,estacao_485,29,L10,local,18328,29
estacao_467,estacao_186,51,L12,local,49419,51
estacao_340,estacao_169,42,L30,coletora,21630,42
estacao_33,estacao_243,15,L23,coletora,11040,15
estacao_433,estacao_87,37,L50,coletora,29933,37
estacao_294,estacao_65,66,L7,coletora,60588,66
estacao_365,estacao_407,14,L21,local,11648,14
estacao_36,estacao_405,39,L35,coletora,27495,39
estacao_302,estacao_211,31,L40,avenida,24180,31
estacao_81,estacao_498,62,L25,avenida,41788,62
estacao_106,estacao_416,89,L38,coletora,80189,89
estacao_222,estacao_290,44,L35,local,27280,44
estacao_88,estacao_339,86,L5,local,83936,86
estacao_364,estacao_293,63,L8,local,50715,63
estacao_237,estacao_166,72,L7,coletora,42480,72
estacao_157,estacao_489,52,L5,local,28860,52
estacao_350,estacao_416,77,L50,coletora,51359,77
estacao_253,estacao_330,85,L4,avenida,51935,85
estacao_418,estacao_71,75,L49,local,68550,75
estacao_0,estacao_387,19,L43,avenida,13889,19
estacao_272,estacao_149,50,L40,local,36400,50
estacao_100,estacao_105,88,L21,coletora,69608,88
estacao_406,estacao_467,87,L20,coletora,75429,87
estacao_468,estacao_176,12,L38,avenida,9756,12
estacao_261,estacao_206,17,L19,avenida,11713,17
estacao_461,estacao_281,7,L1,local,5502,7
estacao_420,estacao_183,15,L19,avenida,9300,15
estacao_221,estacao_359,76,L26,local,50312,76
estacao_364,estacao_195,52,L25,coletora,40508,52
estacao_108,estacao_339,23,L31,avenida,13708,23
estacao_284,estacao_196,47,L27,avenida,30409,47
estacao_446,estacao_343,17,L9,avenida,9112,17
estacao_331,estacao_8,19,L47,coletora,15884,19
estacao_223,estacao_499,18,L6,avenida,14904,18
estacao_412,estacao_212,59,L45,local,57584,59
estacao_217,estacao_319,24,L30,local,17208,24
estacao_282,estacao_419,58,L25,coletora,35670,58
estacao_95,estacao_217,78,L1,local,58890,78
estacao_433,estacao_374,31,L46,local,19747,31
estacao_210,estacao_474,70,L37,coletora,36190,70
estacao_19,estacao_290,62,L46,coletora,34534,62
estacao_297,estacao_246,89,L6,avenida,77697,89
estacao_374,estacao_269,97,L50,coletora,71586,97
estacao_264,estacao_40,67,L40,avenida,41875,67
estacao_241,estacao_322,95,L43,local,51205,95
estacao_350,estacao_324,70,L38,coletora,56910,70
estacao_27,estacao_462,44,L35,avenida,32560,44
estacao_232,estacao_262,61,L37,local,40809,61
estacao_215,estacao_180,38,L19,avenida,19684,38
estacao_355,estacao_472,77,L48,coletora,67144,77
estacao_401,estacao_288,34,L4,local,25228,34
estacao_296,estacao_86,74,L4,local,48026,74
estacao_414,estacao_377,80,L2,coletora,59840,80
estacao_42,estacao_64,65,L5,coletora,40885,65
estacao_67,estacao_315,36,L18,coletora,18252,36
estacao_379,estacao_57,78,L12,local,68484,78
estacao_77,estacao_337,58,L24,avenida,36714,58
estacao_120,estacao_248,24,L34,avenida,16200,24
estacao_43,estacao_495,19,L39,avenida,17632,19
estacao_253,estacao_385,53,L50,coletora,32913,53
estacao_338,estacao_225,93,L41,avenida,56451,93
estacao_295,estacao_375,45,L4,local,28575,45
estacao_386,estacao_419,15,L4,avenida,11055,15
estacao_204,estacao_243,39,L31,local,38415,39
estacao_385,estacao_472,69,L15,coletora,58581,69
estacao_361,estacao_199,61,L17,avenida,47031,61
estacao_445,estacao_222,2,L19,coletora,1390,2
estacao_347,estacao_161,68,L44,avenida,37332,68
estacao_469,estacao_272,82,L23,coletora,66584,82
estacao_470,estacao_333,35,L22,coletora,22260,35
estacao_410,estacao_50,33,L42,local,23100,33
estacao_236,estacao_395,87,L48,avenida,76125,87
estacao_344,estacao_301,99,L13,local,66528,99
estacao_346,estacao_353,24,L21,local,12120,24
estacao_344,estacao_4,9,L1,coletora,4950,9
estacao_268,estacao_53,88,L29,coletora,53856,88
estacao_371,estacao_145,33,L13,avenida,16896,33
estacao_317,estacao_47,8,L39,local,7656,8
estacao_427,estacao_111,77,L41,avenida,66374,77
estacao_490,estacao_61,12,L39,avenida,8304,12
estacao_336,estacao_391,83,L37,avenida,79514,83
estacao_56,estacao_356,24,L17,coletora,17736,24
estacao_338,estacao_479,10,L41,coletora,9720,10
estacao_141,estacao_393,55,L45,local,49170,55
estacao_394,estacao_165,33,L11,avenida,21153,33
estacao_397,estacao_31,49,L25,coletora,25970,49
estacao_132,estacao_489,34,L12,coletora,18190,34
estacao_102,estacao_312,51,L12,local,38301,51
estacao_55,estacao_73,70,L50,coletora,42770,70
estacao_314,estacao_329,14,L29,local,8848,14
estacao_52,estacao_17,10,L5,local,8720,10
estacao_128,estacao_397,58,L2,coletora,33408,58
estacao_334,estacao_327,1,L3,local,699,1
estacao_136,estacao_77,90,L22,coletora,71460,90
estacao_1,estacao_263,91,L50,coletora,67704,91
estacao_223,estacao_206,94,L50,avenida,72944,94
estacao_115,estacao_1,50,L45,coletora,28100,50
estacao_290,estacao_274,46,L22,local,30130,46
estacao_205,estacao_28,81,L42,avenida,55647,81
estacao_273,estacao_436,44,L6,coletora,39116,44
estacao_392,estacao_148,83,L13,avenida,64989,83
estacao_20,estacao_495,50,L43,avenida,32650,50
estacao_356,estacao_199,14,L41,local,9562,14
estacao_249,estacao_43,81,L29,local,48357,81
estacao_71,estacao_18,25,L2,local,20075,25
estacao_122,estacao_250,50,L5,local,41450,50
estacao_157,estacao_255,69,L29,avenida,35742,69
estacao_173,estacao_28,44,L47,avenida,31108,44
estacao_60,estacao_108,84,L43,local,61656,84
estacao_481,estacao_347,69,L10,local,54924,69
estacao_119,estacao_473,10,L3,local,5720,10
estacao_250,estacao_334,3,L31,local,1569,3
estacao_124,estacao_359,84,L9,avenida,49392,84
estacao_323,estacao_25,40,L7,coletora,32480,40
estacao_87,estacao_427,76,L5,avenida,42408,76
estacao_254,estacao_304,79,L15,avenida,71969,79
estacao_103,estacao_218,44,L48,local,31020,44
estacao_166,estacao_61,88,L37,local,50160,88
estacao_164,estacao_428,28,L49,avenida,22484,28
estacao_88,estacao_171,9,L8,coletora,5148,9
estacao_387,estacao_212,22,L45,coletora,17226,22
estacao_84,estacao_224,32,L38,avenida,18176,32
estacao_51,estacao_405,81,L40,coletora,72738,81
estacao_80,estacao_8,63,L6,avenida,31689,63
estacao_91,estacao_474,12,L46,local,9636,12
estacao_454,estacao_145,54,L45,coletora,46116,54
estacao_64,estacao_105,19,L41,coletora,14573,19
estacao_230,estacao_210,31,L12,local,26474,31
estacao_19,estacao_305,24,L46,coletora,19512,24
estacao_486,estacao_45,81,L20,coletora,57834,81
estacao_2,estacao_285,31,L13,avenida,23901,31
estacao_48,estacao_316,47,L49,local,35673,47
estacao_112,estacao_237,99,L41,local,59994,99
estacao_141,estacao_27,25,L8,avenida,21250,25
estacao_432,estacao_495,61,L32,avenida,35441,61
estacao_343,estacao_472,6,L4,local,4116,6
estacao_145,estacao_107,56,L17,coletora,45640,56
estacao_412,estacao_455,98,L30,avenida,54194,98
estacao_379,estacao_26,69,L12,avenida,62238,69
estacao_14,estacao_248,66,L8,avenida,63228,66
estacao_120,estacao_369,57,L38,local,37962,57
estacao_214,estacao_101,96,L44,coletora,59232,96
estacao_398,estacao_56,42,L15,avenida,26082,42
estacao_377,estacao_211,26,L25,avenida,13962,26
estacao_241,estacao_299,63,L4,coletora,36162,63
estacao_110,estacao_475,79,L30,avenida,55142,79
estacao_191,estacao_69,59,L47,avenida,48557,59
estacao_183,estacao_499,35,L13,coletora,19775,35
estacao_16,estacao_354,73,L4,coletora,41537,73
estacao_56,estacao_436,60,L30,coletora,35220,60
estacao_389,estacao_175,29,L19,local,16820,29
estacao_404,estacao_406,82,L40,avenida,65190,82
estacao_496,estacao_283,30,L6,coletora,28140,30
estacao_267,estacao_250,28,L38,coletora,25984,28
estacao_236,estacao_142,2,L47,coletora,1752,2
estacao_446,estacao_126,32,L21,coletora,25472,32
estacao_113,estacao_456,76,L10,local,72884,76
estacao_2,estacao_213,6,L3,coletora,5250,6
estacao_393,estacao_258,5,L28,local,3505,5
estacao_245,estacao_414,90,L7,coletora,67770,90
estacao_123,estacao_42,72,L49,avenida,61488,72
estacao_374,estacao_208,28,L9,coletora,18228,28
estacao_122,estacao_331,12,L2,coletora,10104,12
estacao_156,estacao_82,91,L30,local,80262,91
estacao_298,estacao_12,59,L30,avenida,55873,59
estacao_360,estacao_207,24,L24,local,17688,24
estacao_360,estacao_324,1,L41,avenida,697,1
estacao_457,estacao_353,43,L34,avenida,27993,43
estacao_218,estacao_385,35,L45,local,27195,35
estacao_294,estacao_406,27,L44,avenida,22059,27
estacao_450,estacao_171,95,L4,local,93480,95
estacao_465,estacao_345,47,L4,avenida,32712,47
estacao_187,estacao_238,80,L3,coletora,54960,80
estacao_89,estacao_331,72,L46,avenida,56664,72
estacao_363,estacao_396,27,L9,coletora,16794,27
estacao_276,estacao_58,84,L31,local,82320,84
estacao_385,estacao_297,90,L14,local,80010,90
estacao_115,estacao_164,46,L18,local,39008,46
estacao_216,estacao_141,7,L5,coletora,4732,7
estacao_231,estacao_248,65,L34,avenida,48100,65
estacao_363,estacao_272,87,L35,coletora,63597,87
estacao_317,estacao_188,87,L45,avenida,51852,87
estacao_456,estacao_452,59,L6,avenida,41300,59
estacao_459,estacao_91,37,L5,avenida,21608,37
estacao_141,estacao_57,90,L10,coletora,51930,90
estacao_447,estacao_104,67,L41,avenida,43550,67
estacao_213,estacao_496,88,L35,avenida,65296,88
estacao_177,estacao_215,57,L48,local,29070,57
estacao_149,estacao_96,9,L2,avenida,8343,9
estacao_485,estacao_266,83,L22,coletora,66068,83
estacao_175,estacao_335,83,L21,coletora,66649,83
estacao_340,estacao_356,68,L36,coletora,49912,68
estacao_155,estacao_290,17,L20,avenida,15368,17
estacao_133,estacao_116,62,L24,coletora,55428,62
estacao_432,estacao_24,19,L23,coletora,13927,19
estacao_489,estacao_85,80,L11,local,61920,80
estacao_146,estacao_93,23,L46,local,22149,23
estacao_341,estacao_406,20,L11,avenida,11180,20
estacao_21,estacao_162,74,L9,coletora,46842,74
estacao_189,estacao_94,27,L36,local,13959,27
estacao_340,estacao_162,45,L10,coletora,32805,45
estacao_276,estacao_499,21,L35,coletora,11802,21
estacao_471,estacao_12,52,L32,avenida,51220,52
estacao_234,estacao_475,41,L10,avenida,40836,41
estacao_378,estacao_279,65,L22,local,55965,65
estacao_151,estacao_242,38,L49,local,31958,38
estacao_75,estacao_409,73,L47,coletora,49129,73
estacao_352,estacao_57,94,L31,avenida,53674,94
estacao_347,estacao_282,15,L20,avenida,10575,15
estacao_316,estacao_430,29,L29,coletora,15863,29
estacao_167,estacao_28,78,L42,avenida,62244,78
estacao_269,estacao_113,99,L18,avenida,50589,99
estacao_42,estacao_275,58,L44,local,57420,58
estacao_44,estacao_499,66,L26,avenida,49566,66
estacao_162,estacao_308,78,L33,avenida,75270,78
estacao_341,estacao_184,51,L10,local,47787,51
